Date,Location,MinTemp,MaxTemp,Temperature,Humidity,Pressure,WindSpeed,WindDir,CloudCover,SunshineHours,Rainfall,RainToday,RainTomorrow
2019-02-25,Hubballi,28.2,40.4,35.0,64.4,1006.9,9.4,N,52.0,,9.4,Yes,Yes
2019-02-26,Bengaluru,19.6,30.3,23.7,55.6,1002.0,15.9,N,52.9,6.6,5.9,Yes,No
2019-02-27,Belagavi,20.2,33.1,26.4,29.4,1010.2,20.7,NE,43.4,6.6,0.0,No,No
2019-02-28,Hubballi,22.6,33.9,28.7,,1010.6,18.3,S,41.9,7.6,0.0,No,No
2019-03-01,Belagavi,24.8,35.7,30.0,67.2,1002.4,7.3,S,54.8,6.1,9.4,Yes,Yes
2019-03-02,Hubballi,22.1,31.2,25.7,38.1,1007.1,16.1,E,41.1,7.1,7.1,Yes,Yes
2019-03-03,Bengaluru,23.9,34.4,30.7,36.9,1006.1,10.0,E,49.7,7.0,0.0,No,Yes
2019-03-04,Mysuru,22.9,31.9,27.2,19.6,1009.0,10.3,NW,0.0,10.6,0.0,No,No
2019-03-05,Mangaluru,23.8,34.8,29.1,42.4,1002.1,10.7,E,65.1,5.6,0.0,No,Yes
2019-03-06,Belagavi,28.3,36.8,31.4,43.8,1013.9,15.3,N,9.4,9.4,0.0,No,No
2019-03-07,Mysuru,24.6,33.1,29.3,55.0,1012.1,16.3,NE,30.8,7.1,4.2,Yes,Yes
2019-03-08,Hubballi,22.1,34.2,27.6,29.5,1005.7,12.0,,33.4,6.6,0.0,No,No
2019-03-09,Mysuru,24.4,35.1,28.9,27.9,1006.4,12.1,SW,46.3,5.3,0.0,No,Yes
2019-03-10,Mangaluru,24.2,32.3,29.1,51.5,1006.8,14.2,SE,0.7,8.0,0.0,No,No
2019-03-11,Belagavi,24.2,32.4,28.0,58.1,1003.5,14.6,NE,47.8,4.9,5.8,Yes,Yes
2019-03-12,Belagavi,24.1,35.5,28.5,27.1,1005.1,17.0,W,47.7,,0.0,No,No
2019-03-13,Mysuru,30.1,40.5,36.0,58.8,1006.0,7.1,E,63.4,4.1,8.3,Yes,Yes
2019-03-14,Bengaluru,25.0,37.5,31.9,46.2,1015.4,12.3,S,33.0,9.1,0.0,No,No
2019-03-15,Hubballi,23.6,31.9,28.5,58.8,1012.0,7.9,SE,44.0,6.1,14.4,Yes,Yes
2019-03-16,Mysuru,26.7,36.7,32.5,44.7,1011.9,12.0,SW,33.7,7.5,0.0,No,No
2019-03-17,Bengaluru,21.5,34.9,28.4,,1009.1,11.3,N,25.2,8.2,0.0,No,No
2019-03-18,Belagavi,28.4,39.5,34.5,43.6,1001.6,12.0,NE,27.0,9.7,0.0,No,No
2019-03-19,Hubballi,28.2,37.6,31.3,58.1,,8.9,SW,34.9,6.4,0.0,No,No
2019-03-20,Belagavi,22.6,32.4,29.4,34.6,1012.0,6.2,S,45.4,6.0,0.0,No,No
2019-03-21,Mangaluru,25.2,37.3,31.6,40.6,1000.8,3.7,E,43.2,6.3,0.0,No,No
2019-03-22,Bengaluru,19.5,27.8,23.6,43.1,1010.3,11.6,N,49.6,7.2,3.4,Yes,No
2019-03-23,Mangaluru,21.7,31.8,25.4,10.4,1018.7,10.3,NW,32.4,8.9,0.0,No,Yes
2019-03-24,Mangaluru,18.5,31.9,25.1,65.2,1012.4,9.3,N,61.6,5.4,3.7,Yes,Yes
2019-03-25,Mangaluru,24.8,36.3,30.5,34.3,1014.1,17.3,NE,51.9,7.2,0.0,No,No
2019-03-26,Bengaluru,32.9,40.5,36.9,51.2,1008.1,8.6,W,19.3,8.6,0.0,No,Yes
2019-03-27,Hubballi,33.0,43.8,38.9,44.0,1011.9,17.7,S,29.8,7.3,0.0,No,No
2019-03-28,Belagavi,27.1,37.4,32.5,60.1,1003.4,18.5,E,45.6,7.6,10.5,Yes,No
2019-03-29,Hubballi,27.8,38.3,32.0,49.9,1011.0,4.2,E,44.6,6.9,0.0,No,No
2019-03-30,Hubballi,17.6,27.6,22.8,42.2,1010.3,12.4,E,31.8,6.5,0.0,No,Yes
2019-03-31,Hubballi,22.7,32.2,27.8,34.3,1008.5,10.4,E,52.4,6.8,0.3,No,Yes
2019-04-01,Belagavi,21.8,32.3,26.8,54.6,1013.6,0.4,NE,76.5,3.4,6.3,Yes,Yes
2019-04-02,Belagavi,22.4,33.1,27.5,22.5,1004.3,6.2,SW,36.8,6.5,0.0,No,No
2019-04-03,Bengaluru,26.3,35.6,29.3,52.8,1006.1,15.1,SW,47.4,7.1,0.0,No,No
2019-04-04,Mysuru,24.0,34.7,28.1,31.8,1007.5,20.1,SW,50.5,5.7,0.0,No,Yes
2019-04-05,Belagavi,17.3,28.6,22.1,60.1,1001.9,15.6,NE,21.0,8.7,0.9,No,Yes
2019-04-06,Belagavi,29.5,38.5,33.0,47.0,1008.2,13.3,NW,44.2,7.1,5.7,Yes,Yes
2019-04-07,Mysuru,19.7,30.8,25.7,52.8,998.4,11.9,NW,60.8,4.0,3.2,Yes,Yes
2019-04-08,Belagavi,24.5,37.1,30.9,46.1,1012.3,18.8,S,33.8,7.6,6.8,Yes,No
2019-04-09,Hubballi,32.0,42.5,38.2,24.1,1007.3,20.6,W,16.2,10.3,0.0,No,No
2019-04-10,Belagavi,21.4,32.3,26.2,34.8,1004.5,9.7,SE,36.1,5.8,0.0,No,No
2019-04-11,Bengaluru,14.0,24.8,19.8,53.3,1002.9,4.1,NE,45.4,6.8,0.0,No,No
2019-04-12,Belagavi,25.4,32.2,28.7,47.3,1005.9,3.7,E,30.3,6.5,3.7,Yes,Yes
2019-04-13,Mysuru,30.4,40.3,34.2,59.5,1010.6,17.4,SW,80.2,4.5,17.6,Yes,Yes
2019-04-14,Hubballi,34.5,43.2,37.6,50.2,1009.9,11.9,SW,37.9,8.1,0.0,No,No
2019-04-15,Mysuru,18.0,28.2,24.9,33.8,1003.6,12.9,S,21.2,7.8,0.0,No,No
2019-04-16,Belagavi,26.4,36.5,31.7,35.9,1003.0,5.0,E,38.0,9.5,0.0,No,No
2019-04-17,Belagavi,24.1,32.8,27.8,46.8,1010.5,9.2,NE,57.3,6.6,7.9,Yes,Yes
2019-04-18,Bengaluru,23.4,34.9,29.2,17.8,1003.6,11.0,SW,32.4,8.1,0.0,No,No
2019-04-19,Hubballi,35.3,45.9,40.2,65.8,1007.6,13.1,S,,5.9,13.2,Yes,Yes
2019-04-20,Belagavi,18.8,27.3,23.6,51.1,1007.9,10.7,W,32.4,8.5,4.4,Yes,Yes
2019-04-21,Bengaluru,23.9,33.7,30.6,60.6,1008.9,8.1,NW,71.5,2.8,9.3,Yes,No
2019-04-22,Bengaluru,25.5,37.5,31.4,27.0,1011.7,9.2,E,44.2,6.5,0.0,No,No
2019-04-23,Mysuru,28.0,40.7,33.8,61.0,1001.1,17.2,SW,65.1,5.0,21.7,Yes,Yes
2019-04-24,Hubballi,26.4,36.6,29.8,72.9,997.9,13.4,SE,59.6,4.5,16.3,Yes,Yes
2019-04-25,Mangaluru,27.2,35.6,30.6,30.4,1004.7,14.9,N,49.5,6.4,0.0,No,Yes
2019-04-26,Bengaluru,22.1,32.8,27.7,55.6,1016.5,8.8,N,34.1,8.6,0.0,No,No
2019-04-27,Mangaluru,26.7,37.0,30.3,46.5,1017.7,0.7,SW,36.2,6.5,0.0,No,No
2019-04-28,Mysuru,23.0,33.0,27.8,28.0,1016.8,10.4,E,56.4,5.2,0.0,No,No
2019-04-29,Bengaluru,26.3,35.7,31.6,52.6,1006.7,9.1,SW,69.4,3.2,9.2,Yes,Yes
2019-04-30,Hubballi,23.0,33.3,27.6,56.8,998.8,14.0,W,30.5,5.3,0.4,No,No
2019-05-01,Mangaluru,27.1,35.4,30.5,39.7,996.1,25.8,N,44.6,7.2,2.0,Yes,Yes
2019-05-02,Hubballi,22.8,34.9,28.8,61.0,1004.7,15.5,SW,42.9,6.4,0.0,No,No
2019-05-03,Mangaluru,26.8,39.5,33.3,27.2,1006.9,23.7,SW,25.4,7.9,0.0,No,No
2019-05-04,Mysuru,24.9,35.3,28.6,29.4,1014.4,15.0,SE,41.0,5.4,0.0,No,No
2019-05-05,Bengaluru,15.2,25.2,21.6,49.1,1012.3,10.3,SW,61.7,4.6,0.0,No,Yes
2019-05-06,Bengaluru,27.5,38.8,33.7,47.9,1009.2,14.3,W,,7.1,0.0,No,No
2019-05-07,Mysuru,19.7,31.1,24.9,39.1,1003.6,20.0,SE,35.9,7.0,0.0,No,Yes
2019-05-08,Belagavi,20.5,30.6,25.8,57.6,,20.3,E,55.8,5.4,0.0,No,No
2019-05-09,Mangaluru,20.4,31.5,26.0,54.4,1009.5,10.7,SE,41.4,6.8,3.9,Yes,Yes
2019-05-10,Mangaluru,28.7,40.1,33.8,58.5,1011.8,14.1,N,54.6,4.0,1.0,Yes,No
2019-05-11,Belagavi,13.3,24.6,19.7,46.9,1010.3,7.4,E,64.7,5.4,12.8,Yes,Yes
2019-05-12,Mysuru,35.8,45.3,40.7,55.8,1003.2,16.5,W,16.1,7.1,0.0,No,No
2019-05-13,Hubballi,27.1,36.0,32.3,43.3,1011.7,19.4,,54.3,4.3,0.7,No,Yes
2019-05-14,Hubballi,25.7,35.1,28.8,73.5,1010.7,13.4,N,31.3,6.1,0.0,No,Yes
2019-05-15,Mysuru,23.9,33.8,27.6,39.3,1003.3,10.7,SE,59.1,4.9,0.0,No,Yes
2019-05-16,Hubballi,22.3,34.9,28.9,74.5,1004.8,14.8,SE,45.2,5.8,4.5,Yes,No
2019-05-17,Mysuru,26.3,34.3,29.7,49.8,1012.2,15.1,S,26.7,7.8,0.0,No,No
2019-05-18,Mangaluru,23.5,35.5,30.1,33.1,1007.7,13.9,NE,48.7,4.9,0.0,No,Yes
2019-05-19,Mangaluru,24.1,33.2,29.7,,1016.9,14.3,,56.9,6.5,9.3,Yes,Yes
2019-05-20,Belagavi,21.0,32.0,27.7,51.5,1011.5,13.0,W,30.6,8.5,0.0,No,No
2019-05-21,Mysuru,20.2,31.2,26.5,60.4,1006.6,17.7,SW,30.4,7.3,0.0,No,No
2019-05-22,Hubballi,20.1,29.7,26.5,,1009.1,16.7,NW,48.2,5.4,6.6,Yes,Yes
2019-05-23,Mysuru,21.2,29.7,26.3,54.6,1009.5,9.9,NE,28.8,6.9,0.0,No,No
2019-05-24,Bengaluru,25.2,37.8,31.5,43.6,1005.7,9.9,E,26.5,7.4,1.0,Yes,Yes
2019-05-25,Belagavi,24.4,36.1,29.2,62.7,1004.8,13.0,N,51.8,,0.0,No,Yes
2019-05-26,Bengaluru,11.8,19.2,15.0,51.2,1013.0,17.0,NW,31.0,6.3,0.0,No,Yes
2019-05-27,Belagavi,23.6,32.7,29.2,59.6,,,NE,55.2,6.4,3.3,Yes,Yes
2019-05-28,Belagavi,21.4,34.0,27.3,25.7,1012.7,11.6,E,57.6,5.6,0.0,No,Yes
2019-05-29,Belagavi,22.9,33.0,26.3,57.2,1017.3,15.3,SE,45.6,8.2,0.0,No,No
2019-05-30,Bengaluru,18.4,30.3,24.7,44.4,1007.1,13.0,NE,44.7,5.9,0.0,No,No
2019-05-31,Belagavi,27.3,35.0,30.6,72.1,1018.3,17.9,N,84.1,2.6,19.2,Yes,Yes
2019-06-01,Mysuru,25.0,33.3,29.8,59.9,1005.5,15.8,NW,31.2,6.9,0.0,No,No
2019-06-02,Mysuru,17.9,29.6,22.8,55.6,1005.0,13.3,,65.1,4.2,0.0,No,Yes
2019-06-03,Bengaluru,24.3,34.1,27.4,58.7,1001.4,,W,64.6,3.8,9.0,Yes,Yes
2019-06-04,Mangaluru,18.5,27.7,21.8,41.2,1008.0,20.0,NW,54.3,5.8,0.0,No,No
2019-06-05,Mangaluru,15.2,26.8,20.0,72.8,1007.8,12.5,S,73.5,3.9,21.5,Yes,Yes
2019-06-06,Bengaluru,18.7,26.5,22.9,77.5,1013.1,16.5,NE,60.2,4.4,3.3,Yes,Yes
2019-06-07,Belagavi,22.5,32.2,28.7,58.5,1011.8,14.7,S,39.7,8.2,8.5,Yes,No
2019-06-08,Belagavi,24.3,32.7,29.0,73.2,1004.7,16.7,E,70.7,6.4,21.1,Yes,Yes
2019-06-09,Belagavi,23.7,30.9,27.1,47.5,1008.8,12.5,SW,61.0,6.3,9.2,Yes,Yes
2019-06-10,Bengaluru,24.2,34.1,27.8,45.0,1009.0,15.6,N,59.6,5.7,11.8,Yes,Yes
2019-06-11,Belagavi,21.2,33.5,26.8,55.3,1002.0,19.7,SE,47.8,6.9,4.4,Yes,No
2019-06-12,Mysuru,15.3,25.9,22.1,60.3,1006.1,11.6,N,38.4,9.0,0.0,No,No
2019-06-13,Belagavi,19.8,31.1,26.2,50.5,1007.3,10.1,SE,48.1,6.9,0.0,No,Yes
2019-06-14,Bengaluru,24.1,32.4,27.6,62.0,1018.4,10.3,NW,63.9,4.0,0.4,No,No
2019-06-15,Belagavi,24.2,31.0,27.3,59.4,1012.3,10.9,S,64.1,5.1,1.1,Yes,Yes
2019-06-16,Mysuru,25.8,35.3,28.9,44.0,1014.7,18.1,E,36.2,7.7,0.0,No,No
2019-06-17,Bengaluru,21.6,31.9,26.8,62.5,1004.0,10.1,SE,54.7,4.2,5.5,Yes,Yes
2019-06-18,Mangaluru,20.3,30.5,25.3,66.9,1017.6,14.6,W,,7.0,0.0,No,No
2019-06-19,Bengaluru,25.0,32.0,28.0,58.8,1018.2,18.4,NW,63.3,6.0,1.1,Yes,Yes
2019-06-20,Hubballi,20.3,28.7,23.5,70.9,1001.8,17.7,NW,41.6,4.3,11.2,Yes,Yes
2019-06-21,Mangaluru,12.9,26.1,19.9,42.7,1008.4,14.5,,53.8,4.0,4.2,Yes,Yes
2019-06-22,Mangaluru,15.8,26.9,22.7,63.1,1014.5,16.9,SE,33.0,,0.0,No,No
2019-06-23,Bengaluru,16.7,23.7,20.2,43.7,1015.3,16.7,NE,58.0,5.6,0.0,No,No
2019-06-24,Hubballi,16.7,25.7,20.3,44.7,1008.8,15.4,N,47.7,4.4,0.0,No,No
2019-06-25,Mangaluru,15.7,27.9,22.3,50.7,1010.8,15.6,SW,33.6,7.1,0.0,No,No
2019-06-26,Belagavi,14.6,23.4,19.6,47.2,1009.4,25.5,SW,54.3,6.9,0.0,No,No
2019-06-27,Hubballi,14.6,25.4,21.4,52.2,1013.1,19.8,NW,37.0,7.0,0.0,No,No
2019-06-28,Hubballi,9.8,18.5,14.9,56.5,1018.6,26.6,E,58.8,6.2,3.6,Yes,Yes
2019-06-29,Bengaluru,17.9,29.9,23.2,69.4,1008.9,,S,48.6,5.2,6.8,Yes,Yes
2019-06-30,Bengaluru,18.3,26.1,22.2,55.7,1017.8,16.5,E,21.5,7.2,0.0,No,No
2019-07-01,Bengaluru,12.3,21.9,18.8,,1009.0,11.6,N,26.6,8.8,2.8,Yes,No
2019-07-02,Hubballi,18.3,30.9,24.6,73.8,1008.8,13.8,SW,,,12.7,Yes,Yes
2019-07-03,Mysuru,21.2,31.8,25.6,50.3,1017.2,24.7,SE,65.6,3.1,3.9,Yes,Yes
2019-07-04,Bengaluru,9.8,20.1,15.2,59.9,1017.9,15.1,NW,62.5,3.8,8.9,Yes,No
2019-07-05,Mysuru,14.1,24.7,18.5,66.2,1017.6,25.0,SE,75.8,5.6,10.0,Yes,Yes
2019-07-06,Mangaluru,13.5,23.1,18.3,63.5,1006.9,12.4,E,75.2,2.6,19.5,Yes,No
2019-07-07,Belagavi,11.1,21.4,17.5,74.5,1011.2,13.2,SE,46.8,7.2,7.1,Yes,Yes
2019-07-08,Belagavi,19.8,29.1,24.4,67.4,1017.8,,SE,49.1,5.3,2.2,Yes,Yes
2019-07-09,Mysuru,13.9,25.2,20.2,51.6,1014.0,17.4,W,39.5,6.7,0.0,No,Yes
2019-07-10,Hubballi,13.0,22.8,19.8,88.3,1008.5,21.4,W,50.2,6.2,23.0,Yes,Yes
2019-07-11,Belagavi,8.0,16.2,12.7,64.7,1016.3,19.6,SE,23.3,5.5,4.5,Yes,Yes
2019-07-12,Mysuru,16.6,29.6,23.1,60.9,1010.5,16.2,NW,49.1,,6.4,Yes,Yes
2019-07-13,Bengaluru,11.3,20.1,15.5,74.5,1023.1,17.4,NE,35.5,7.1,2.2,Yes,Yes
2019-07-14,Mysuru,17.5,24.9,20.5,66.2,1022.0,16.8,NW,51.0,4.9,4.7,Yes,Yes
2019-07-15,Mangaluru,17.9,27.8,21.3,68.2,1017.4,14.5,W,84.0,4.2,17.3,Yes,Yes
2019-07-16,Mysuru,19.5,29.1,25.5,93.6,1021.3,14.7,S,,3.5,19.2,Yes,Yes
2019-07-17,Bengaluru,11.3,18.5,14.7,60.6,1014.9,22.4,NW,52.2,6.3,0.3,No,No
2019-07-18,Mysuru,0.9,14.0,7.7,,1018.5,11.1,S,62.7,3.1,10.8,Yes,No
2019-07-19,Bengaluru,13.9,24.5,20.4,65.8,1022.2,24.9,NW,55.5,4.9,3.6,Yes,Yes
2019-07-20,Bengaluru,21.7,32.2,26.7,77.5,1016.1,17.2,NW,60.4,3.7,13.1,Yes,Yes
2019-07-21,Mangaluru,19.0,30.3,24.3,46.8,1013.7,15.5,SW,38.3,9.1,2.2,Yes,No
2019-07-22,Mangaluru,14.3,24.0,20.1,41.6,1006.5,21.7,,38.1,5.2,0.0,No,No
2019-07-23,Belagavi,11.2,21.2,17.2,58.3,,24.7,W,33.9,7.0,2.0,Yes,No
2019-07-24,Bengaluru,17.3,27.3,22.2,46.0,1019.4,23.3,NW,56.1,3.3,0.0,No,No
2019-07-25,Bengaluru,10.7,21.1,15.0,60.8,1020.1,21.0,N,23.2,10.0,1.5,Yes,No
2019-07-26,Bengaluru,14.0,25.9,20.6,72.1,1018.0,,SE,,4.8,12.8,Yes,Yes
2019-07-27,Belagavi,17.5,23.9,20.6,55.7,1012.8,12.2,E,26.2,8.0,0.0,No,No
2019-07-28,Hubballi,18.3,27.1,22.7,49.5,1005.7,17.1,SE,59.2,6.8,9.9,Yes,Yes
2019-07-29,Mangaluru,23.7,33.7,29.4,67.6,1013.2,15.6,N,46.7,6.3,19.0,Yes,No
2019-07-30,Mangaluru,13.3,26.0,19.8,77.4,1014.3,24.2,SE,37.5,7.1,0.0,No,Yes
2019-07-31,Bengaluru,12.8,20.3,16.1,46.9,1014.3,17.9,NE,52.5,5.8,0.0,No,Yes
2019-08-01,Belagavi,12.3,24.5,17.9,77.3,1019.1,22.9,NW,69.9,4.9,26.5,Yes,No
2019-08-02,Bengaluru,5.9,15.2,10.8,77.5,1026.0,21.7,N,49.4,5.3,5.1,Yes,No
2019-08-03,Mangaluru,9.2,18.8,15.0,79.4,1016.8,16.2,S,67.6,4.1,12.6,Yes,Yes
2019-08-04,Belagavi,11.7,21.2,16.0,82.8,1015.2,17.4,S,23.8,9.0,1.6,Yes,Yes
2019-08-05,Mysuru,9.6,20.0,15.4,94.8,1015.0,25.0,NE,43.1,6.7,18.6,Yes,Yes
2019-08-06,Mangaluru,14.3,23.6,18.0,64.3,1017.1,16.8,NW,70.1,4.0,22.3,Yes,Yes
2019-08-07,Mysuru,7.9,20.7,14.0,70.1,1012.4,20.4,S,49.7,4.2,1.5,Yes,Yes
2019-08-08,Hubballi,15.7,28.5,21.7,64.0,1017.2,16.9,SW,22.7,9.9,0.0,No,No
2019-08-09,Mysuru,10.3,21.0,17.1,69.2,1018.9,18.8,NE,42.2,5.7,0.0,No,Yes
2019-08-10,Belagavi,13.3,20.6,16.9,87.8,1017.8,19.9,S,46.3,7.3,13.0,Yes,Yes
2019-08-11,Mysuru,9.7,22.3,15.6,,1019.1,17.1,W,43.9,6.6,2.8,Yes,No
2019-08-12,Hubballi,13.1,23.6,17.4,59.5,1019.1,16.4,NW,43.2,4.8,7.2,Yes,Yes
2019-08-13,Mangaluru,15.8,24.0,20.0,86.5,1008.1,21.5,S,62.3,6.3,20.6,Yes,Yes
2019-08-14,Hubballi,8.5,19.3,13.1,82.4,1020.3,17.0,NW,56.9,5.6,23.5,Yes,Yes
2019-08-15,Belagavi,9.7,19.8,13.8,,1013.8,17.2,SW,71.8,5.6,5.5,Yes,Yes
2019-08-16,Mysuru,11.2,19.2,15.2,80.8,1011.7,16.8,SE,63.7,4.5,8.0,Yes,Yes
2019-08-17,Mysuru,4.8,17.5,10.9,74.8,1011.8,20.3,W,61.8,5.7,19.2,Yes,Yes
2019-08-18,Belagavi,7.1,17.2,12.9,88.9,1019.5,24.4,NW,78.0,1.4,17.0,Yes,Yes
2019-08-19,Bengaluru,10.7,19.1,14.2,72.0,1016.3,26.7,N,48.0,5.4,0.0,No,Yes
2019-08-20,Belagavi,14.2,24.9,19.5,83.6,1009.1,17.9,S,39.5,5.2,7.0,Yes,No
2019-08-21,Belagavi,12.6,20.7,17.0,100.0,1020.0,29.4,N,83.1,2.6,22.8,Yes,Yes
2019-08-22,Hubballi,9.7,22.0,16.6,78.8,1010.4,16.8,NW,58.5,5.7,7.6,Yes,Yes
2019-08-23,Hubballi,14.4,25.0,19.1,72.4,1018.4,25.3,N,56.0,4.6,0.0,No,Yes
2019-08-24,Belagavi,11.9,18.5,15.1,80.6,1019.0,18.1,NW,47.7,7.1,4.8,Yes,Yes
2019-08-25,Mangaluru,12.8,21.6,17.1,67.7,1022.3,17.5,NW,42.8,5.4,0.0,No,Yes
2019-08-26,Mysuru,10.8,20.5,15.1,100.0,1026.8,18.1,S,77.7,4.6,21.0,Yes,Yes
2019-08-27,Belagavi,13.4,23.2,16.5,74.5,1011.1,20.9,W,69.6,5.8,0.8,No,Yes
2019-08-28,Bengaluru,8.0,19.6,13.0,69.2,1017.7,23.5,N,64.5,5.8,7.2,Yes,Yes
2019-08-29,Mysuru,-1.1,9.2,5.5,62.6,1016.7,23.9,SW,61.9,4.4,7.3,Yes,Yes
2019-08-30,Mangaluru,8.4,20.1,14.6,86.0,1020.3,17.5,NE,67.9,1.8,11.9,Yes,Yes
2019-08-31,Belagavi,15.1,24.2,20.8,83.3,1019.2,17.3,W,60.3,5.7,16.6,Yes,Yes
2019-09-01,Mangaluru,14.4,22.9,18.7,67.1,1016.5,17.7,SW,49.2,5.7,0.0,No,Yes
2019-09-02,Mysuru,14.9,24.2,18.8,80.1,1016.1,,E,75.2,2.6,9.6,Yes,Yes
2019-09-03,Bengaluru,15.5,23.2,19.9,55.2,1012.7,20.6,NW,41.5,5.9,0.0,No,No
2019-09-04,Mysuru,11.7,21.8,15.2,75.6,1023.3,17.7,NE,60.8,6.7,10.1,Yes,Yes
2019-09-05,Mysuru,12.2,21.9,15.6,79.0,1020.7,22.6,W,44.5,4.9,5.2,Yes,Yes
2019-09-06,Belagavi,7.0,17.1,12.3,94.1,1023.0,30.6,S,,6.2,23.2,Yes,Yes
2019-09-07,Mysuru,7.1,18.4,13.4,64.5,1016.9,19.6,NE,47.3,6.3,0.0,No,No
2019-09-08,Belagavi,13.7,23.6,17.1,58.5,1015.3,19.9,SW,36.3,6.5,0.0,No,No
2019-09-09,Belagavi,15.0,22.6,19.4,63.2,1013.2,23.9,W,62.2,5.6,16.6,Yes,No
2019-09-10,Mangaluru,10.5,17.5,14.0,58.0,1020.4,19.4,NW,28.0,9.6,0.0,No,No
2019-09-11,Bengaluru,8.4,16.9,12.7,90.2,1013.5,24.4,E,62.6,4.4,19.4,Yes,Yes
2019-09-12,Belagavi,8.1,18.9,14.4,92.8,1027.9,18.9,W,64.1,4.4,4.9,Yes,Yes
2019-09-13,Hubballi,13.6,23.7,16.8,78.1,1012.2,29.1,NE,29.1,8.3,0.0,No,Yes
2019-09-14,Mangaluru,3.0,12.2,8.6,89.0,1020.1,23.2,W,54.0,6.6,7.8,Yes,Yes
2019-09-15,Belagavi,1.9,9.3,5.1,76.0,1026.6,19.3,N,59.3,4.9,9.6,Yes,Yes
2019-09-16,Belagavi,7.4,18.4,12.1,73.4,1021.8,19.5,W,60.8,4.6,0.0,No,Yes
2019-09-17,Mangaluru,4.4,15.5,9.3,70.6,1019.7,19.8,S,50.2,3.2,6.3,Yes,Yes
2019-09-18,Mysuru,7.6,17.8,12.2,70.9,1014.0,27.4,N,63.5,3.8,13.1,Yes,Yes
2019-09-19,Belagavi,8.0,17.9,13.6,56.1,1012.0,16.8,W,45.8,4.8,0.0,No,No
2019-09-20,Bengaluru,5.4,15.8,12.3,77.9,1022.7,19.2,NW,56.4,6.1,4.3,Yes,Yes
2019-09-21,Belagavi,15.9,26.9,19.9,74.3,1026.4,19.7,N,58.5,4.8,13.0,Yes,Yes
2019-09-22,Mangaluru,10.0,19.4,15.4,83.8,1016.7,21.9,S,72.4,3.6,18.1,Yes,Yes
2019-09-23,Hubballi,10.9,21.7,15.3,76.0,1013.2,20.9,S,45.3,6.2,4.5,Yes,Yes
2019-09-24,Mangaluru,9.5,23.1,16.5,72.9,1006.7,16.0,SE,46.9,5.0,10.5,Yes,Yes
2019-09-25,Mangaluru,2.7,14.2,9.5,64.5,1014.1,20.4,E,40.8,8.5,0.0,No,No
2019-09-26,Bengaluru,14.8,24.6,18.2,75.8,1018.4,21.6,NW,50.3,7.4,11.9,Yes,Yes
2019-09-27,Mysuru,6.8,17.8,13.7,83.8,1027.0,19.5,W,79.9,5.3,18.7,Yes,Yes
2019-09-28,Bengaluru,10.7,23.3,16.7,61.3,1022.4,24.7,N,,6.0,1.2,Yes,Yes
2019-09-29,Bengaluru,2.7,15.3,9.7,76.0,1020.5,25.7,SW,38.5,6.8,2.9,Yes,Yes
2019-09-30,Belagavi,1.7,11.6,7.8,77.8,1017.0,21.7,N,47.1,8.0,0.0,No,Yes
2019-10-01,Hubballi,13.8,23.4,17.3,66.4,1016.1,22.9,W,57.1,4.4,0.0,No,Yes
2019-10-02,Mangaluru,9.5,22.2,15.5,67.9,1026.0,13.4,NW,38.6,5.7,0.0,No,Yes
2019-10-03,Bengaluru,4.5,15.7,10.4,77.8,1020.0,20.3,S,45.2,5.5,3.4,Yes,Yes
2019-10-04,Bengaluru,6.9,16.6,10.5,61.4,,26.0,S,69.7,4.8,15.3,Yes,Yes
2019-10-05,Mysuru,12.5,24.7,18.5,79.2,1015.6,20.3,W,47.5,5.1,12.3,Yes,Yes
2019-10-06,Mysuru,3.6,15.4,9.3,64.2,,19.0,W,65.0,4.4,7.4,Yes,Yes
2019-10-07,Hubballi,13.6,25.4,20.6,87.7,1016.2,31.1,NE,78.9,1.5,24.5,Yes,Yes
2019-10-08,Mangaluru,5.0,16.4,10.5,100.0,1021.8,29.2,N,54.0,,7.6,Yes,Yes
2019-10-09,Bengaluru,12.0,21.8,16.6,64.5,1018.4,23.8,N,37.5,5.1,4.5,Yes,Yes
2019-10-10,Belagavi,6.0,17.4,12.8,81.2,1018.5,26.5,S,,4.4,3.1,Yes,Yes
2019-10-11,Mysuru,11.0,20.2,16.5,66.1,1025.5,13.0,SW,35.1,8.5,2.6,Yes,Yes
2019-10-12,Bengaluru,7.6,18.6,12.0,87.2,1015.4,18.8,SW,61.7,6.3,13.2,Yes,Yes
2019-10-13,Belagavi,10.4,18.2,13.5,59.5,1028.2,20.0,N,45.7,6.6,0.0,No,No
2019-10-14,Bengaluru,8.3,18.3,14.4,80.4,1015.5,20.9,E,62.6,5.1,15.4,Yes,Yes
2019-10-15,Hubballi,6.7,14.2,10.2,64.1,1019.3,19.9,SE,71.6,3.4,10.9,Yes,Yes
2019-10-16,Hubballi,10.5,21.2,17.2,72.0,1017.4,11.6,S,66.1,3.6,5.5,Yes,Yes
2019-10-17,Belagavi,5.4,15.3,12.3,62.1,1019.4,23.4,S,57.2,4.8,0.0,No,Yes
2019-10-18,Mysuru,9.5,18.2,13.4,84.2,1021.0,24.0,N,29.2,5.8,0.9,No,No
2019-10-19,Hubballi,7.0,17.0,10.4,64.2,1020.9,28.2,W,57.3,5.5,0.0,No,No
